[ID]	[KEY/ABSTRACT]	[KEYWORDS]	[DISCOURSE (T/I/B/C)]	[NUM_PARAGRAPHS]	[PARAGRAPH]	[PREVIOUS_PARAGRAPH]
plot-0_0	K	animal farm[SEP]squealer reports sadly[SEP]boxer died peacefully[SEP]animals work harder[SEP]festival one day	I	1	<o> In a subsequent report, Squealer reports sadly to the animals that Boxer died peacefully at the animal hospital; the pigs hold a festival one day after Boxer's death to further praise the glories of Animal Farm and have the animals work harder by taking on Boxer's ways.	NA
plot-0_0	K	animal farm[SEP]acquire money	I	1	<o> However, the truth was that Napoleon had engineered the sale of Boxer to the knacker, allowing him and his inner circle to acquire money to buy whisky for themselves.	NA
plot-0_0	K	animal farm[SEP]sell large animals	I	1	<o> (In 1940s England, one way for farms to make money was to sell large animals to a knacker, who would kill the animal and boil its remains into animal glue) Years pass, and the windmill is rebuilt along with construction of another windmill, which makes the farm a good amount of income.	NA
plot-0_0	K	animal farm[SEP]happiest animals live simple lives	I	1	<o> However, the ideals which Snowball discussed, including stalls with electric lighting, heating and running water are forgotten, with Napoleon advocating that the happiest animals live simple lives.	NA
plot-0_0	K	animal farm[SEP]participated	I	1	<o> In addition to Boxer, many of the animals who participated in the Revolution are dead, as is Farmer Jones, who died in another part of England.	NA
plot-0_0	K	animal farm[SEP]resemble humans	I	1	<o> The pigs start to resemble humans, as they walk upright, carry whips, and wear clothes.	NA
plot-0_0	K	animal farm[SEP]seven commandments	I	1	<o> The Seven Commandments are abridged to a single phrase: "All animals are equal but some animals are more equal than others".	NA
plot-0_0	K	animal farm[SEP]napoleon holds	I	1	<o> Napoleon holds a dinner party for the pigs and local farmers, with whom he celebrates a new alliance.	NA
plot-0_0	K	animal farm[SEP]revolutionary traditions[SEP]manor farm ".	I	1	<o> He abolishes the practice of the revolutionary traditions and restores the name "The Manor Farm".	NA
plot-0_0	K	animal farm[SEP]longer distinguish	I	1	<o> As the animals look from pigs to humans, they realise they can no longer distinguish between the two.	NA
plot-1_0	K	animal farm[SEP]future dystopian england	I	1	<o> Alex is a 15-year-old living in near-future dystopian England who leads his gang on a night of opportunistic, random "ultra-violence".	NA
plot-1_0	K	animal farm[SEP]mostly plays along[SEP]friends (" droogs	I	1	<o> Alex's friends ("droogs" in the novel's Anglo-Russian slang, 'Nadsat') are Dim, a slow-witted bruiser who is the gang's muscle; Georgie, an ambitious second-in-command; and Pete, who mostly plays along as the droogs indulge their taste for ultra-violence.	NA
plot-1_0	K	animal farm[SEP]alex also displays intelligence[SEP]hardened juvenile delinquent[SEP]lovely ludwig van ".	I	1	<o> Characterised as a sociopath and a hardened juvenile delinquent, Alex also displays intelligence, quick wit, and a predilection for classical music; he is particularly fond of Beethoven, referred to as "Lovely Ludwig Van".	NA
plot-1_0	K	animal farm[SEP]beverage consisting[SEP]korova milk bar	I	1	<o> The novella begins with the droogs sitting in their favourite hangout, the Korova Milk Bar, and drinking "milk-plus"‚Äîa beverage consisting of milk laced with the customer's drug of choice‚Äîto prepare for a night of mayhem.	NA
plot-1_0	K	animal farm[SEP]scholar walking home	I	1	<o> They assault a scholar walking home from the public library; rob a store, leaving the owner and his wife bloodied and unconscious; beat up a beggar; then scuffle with a rival gang.	NA
plot-1_0	K	animal farm[SEP]young couple living	I	1	<o> Joyriding through the countryside in a stolen car, they break into an isolated cottage and terrorise the young couple living there, beating the husband and raping his wife.	NA
plot-1_0	K	animal farm[SEP]alex contemptuously reads[SEP]clockwork orange ",	I	1	<o> In a metafictional touch, the husband is a writer working on a manuscript called "A Clockwork Orange", and Alex contemptuously reads out a paragraph that states the novel's main theme before shredding the manuscript.	NA
plot-1_0	K	animal farm[SEP]gang become apparent[SEP]alex strikes dim	I	1	<o> Back at the Korova, Alex strikes Dim for his crude response to a woman's singing of an operatic passage, and strains within the gang become apparent.	NA
plot-1_0	K	animal farm[SEP]alex plays classical music	I	1	<o> At home in his parents' futuristic flat, Alex plays classical music at top volume, which he describes as giving him orgasmic bliss before falling asleep.	NA
plot-1_0	K	animal farm[SEP]alex coyly feigns illness	I	1	<o> Alex coyly feigns illness to his parents to stay out of school the next day.	NA
plot-1_0	K	animal farm[SEP]corrective adviser ", alex visits[SEP]meets two pre	I	1	<o> Deltoid, his "post-corrective adviser", Alex visits a record store, where he meets two pre-teen girls.	NA
plot-1_0	K	animal farm[SEP]waiting downstairs	I	1	<o> The next morning, Alex finds his droogs in a mutinous mood, waiting downstairs in the torn-up and graffitied lobby.	NA
plot-1_0	K	animal farm[SEP]georgie challenges alex	I	1	<o> Georgie challenges Alex for leadership of the gang, demanding that they pull a "man-sized" job.	NA
plot-1_0	K	animal farm[SEP]wealthy old woman	I	1	<o> Alex quells the rebellion by slashing Dim's hand and fighting with Georgie, then in a show of generosity takes them to a bar, where Alex insists on following through on Georgie's idea to burgle the home of a wealthy old woman.	NA
plot-1_0	K	animal farm[SEP]woman unconscious	I	1	<o> Alex breaks in and knocks the woman unconscious, but when he opens the door to let the others in, Dim strikes him in payback for the earlier fight.	NA
plot-1_0	K	animal farm[SEP]gang abandons alex	I	1	<o> The gang abandons Alex on the front step to be arrested by the police; while in their custody, he learns that the woman has died from her injuries.	NA
plot-1_0	K	animal farm[SEP]pete visiting one day informed	I	1	<o> Alex is convicted of murder and sentenced to 14 years in prison (Pete visiting one day informed him that Georgie has been killed).	NA
plot-1_0	K	animal farm[SEP]prison chapels playing religious music[SEP]sunday religious services	I	1	<o> Two years into his term, he has obtained a job in one of the prison chapels playing religious music on the stereo to accompany the Sunday religious services.	NA
plot-1_0	K	animal farm[SEP]chaplain mistakes alex	I	1	<o> The chaplain mistakes Alex's Bible studies for stirrings of faith; in reality, Alex is only reading Scripture for the violent passages.	NA
plot-1_0	K	animal farm[SEP]modification treatment called[SEP]fellow cellmates blame	I	1	<o> After his fellow cellmates blame him for beating a troublesome cellmate to death, he is chosen to undergo an experimental behaviour-modification treatment called the Ludovico Technique in exchange for having the remainder of his sentence commuted.	NA
plot-1_0	K	animal farm[SEP]watching graphically violent films[SEP]become severely ill	I	1	<o> The technique is a form of aversion therapy, in which Alex is injected with nausea-inducing drugs while watching graphically violent films, eventually conditioning him to become severely ill at the mere thought of violence.	NA
plot-1_0	K	animal farm[SEP]beloved classical music[SEP]renders alex unable	I	1	<o> As an unintended consequence, the soundtrack to one of the films, Beethoven's Ninth Symphony, renders Alex unable to enjoy his beloved classical music as before.	NA
plot-1_0	K	animal farm[SEP]clad young woman whose presence[SEP]predatory sexual inclinations	I	1	<o> The effectiveness of the technique is demonstrated to a group of VIPs, who watch as Alex collapses before a bully and abases himself before a scantily-clad young woman whose presence has aroused his predatory sexual inclinations.	NA
plot-1_0	K	animal farm[SEP]prison chaplain accuses	I	1	<o> Although the prison chaplain accuses the state of stripping Alex of free will, the government officials on the scene are pleased with the results and Alex is released from prison.	NA
plot-1_0	K	animal farm[SEP]alex returns	I	1	<o> Alex returns to his parents' flat, only to find that they are renting his room to a lodger.	NA
plot-1_0	K	animal farm[SEP]committing suicide	I	1	<o> Now homeless, he wanders the streets and enters a public library, hoping to learn of a painless method for committing suicide.	NA
plot-1_0	K	animal farm[SEP]several friends[SEP]part 1 finds	I	1	<o> The old scholar whom Alex had assaulted in Part 1 finds him and beats him, with the help of several friends.	NA
plot-1_0	K	animal farm[SEP]former rival gang leader[SEP]two policemen come	I	1	<o> Two policemen come to Alex's rescue, but turn out to be Dim and Billyboy, a former rival gang leader.	NA
plot-1_0	K	animal farm[SEP]isolated cottage	I	1	<o> Alex collapses at the door of an isolated cottage, realising too late that it is the one he and his droogs invaded in Part 1.	NA
plot-1_0	K	animal farm[SEP]still lives	I	1	<o> The writer, Alexander, still lives here, but his wife has since died of injuries she sustained in the gang-rape.	NA
plot-1_0	K	animal farm[SEP]recognise alex	I	1	<o> He does not recognise Alex, but gives him shelter and questions him about the conditioning he has undergone.	NA
plot-1_0	K	animal farm[SEP]incumbent government	I	1	<o> Alexander and his colleagues, all highly critical of the government, plan to use Alex as a symbol of state brutality and thus prevent the incumbent government from being re-elected.	NA
plot-1_0	K	animal farm[SEP]alex inadvertently reveals[SEP]classical music plays	I	1	<o> Alex inadvertently reveals that he was the ringleader of the home invasion; he is removed from the cottage and locked in an upper-story bedroom as a relentless barrage of classical music plays over speakers.	NA
plot-1_0	K	animal farm[SEP]government officials anxious[SEP]bad publicity created	I	1	<o> Alex wakes up in a hospital, where he is courted by government officials anxious to counter the bad publicity created by his suicide attempt.	NA
plot-1_0	K	animal farm[SEP]mental institution	I	1	<o> With Alexander placed in a mental institution, Alex is offered a well-paying job if he agrees to side with the government.	NA
plot-1_0	K	animal farm[SEP]old violent impulses	I	1	<o> A round of tests reveals that his old violent impulses have returned, indicating that the hospital doctors have undone the effects of his conditioning.	NA
plot-1_0	K	animal farm[SEP]photographers snap pictures	I	1	<o> As photographers snap pictures, Alex daydreams of orgiastic violence and reflects, "I was cured all right".	NA
plot-1_0	K	animal farm[SEP]halfheartedly preparing[SEP]yet another night	I	1	<o> In the final chapter, Alex finds himself halfheartedly preparing for yet another night of crime with a new gang (Lenn, Rick, Bully).	NA
plot-1_0	K	animal farm[SEP]senseless violence	I	1	<o> After a chance encounter with Pete, who has reformed and married, Alex finds himself taking less and less pleasure in acts of senseless violence.	NA
plot-1_0	K	animal farm[SEP]begins contemplating giving	I	1	<o> He begins contemplating giving up crime himself to become a productive member of society and start a family of his own, while reflecting on the notion that his own children will be just as destructive as he has been, if not more so.	NA
plot-2_0	K	a clockwork orange (novel)[SEP]initially unnoticed	I	1	<o> In the town of Oran, thousands of rats, initially unnoticed by the populace, begin to die in the streets.	NA
plot-2_0	K	a clockwork orange (novel)[SEP]authorities responding[SEP]public pressure order	I	1	<o> Authorities responding to public pressure order the collection and cremation of the rats, unaware that the collection itself was the catalyst for the spread of the bubonic plague.	NA
plot-2_0	K	a clockwork orange (novel)[SEP]apartment building[SEP]dr bernard rieux	I	1	<o> The main character, dr Bernard Rieux, lives comfortably in an apartment building when strangely the building's concierge, Michel, a confidante, dies from a fever.	NA
plot-2_0	K	a clockwork orange (novel)[SEP]dr rieux consults	I	1	<o> dr Rieux consults his colleague, dr Castel, about the illness until they come to the conclusion that a plague is sweeping the town.	NA
plot-2_0	K	a clockwork orange (novel)[SEP]approach fellow doctors	I	1	<o> They both approach fellow doctors and town authorities about their theory but are eventually dismissed on the basis of one death.	NA
plot-2_0	K	a clockwork orange (novel)[SEP]deaths quickly ensue	I	1	<o> However, as more and more deaths quickly ensue, it becomes apparent that there is an epidemic.	NA
plot-2_0	K	a clockwork orange (novel)[SEP]unrelated chronic illness	I	1	<o> Meanwhile, Rieux's wife has been sent to a sanatorium in another city, to be treated for an unrelated chronic illness.	NA
plot-2_0	K	a clockwork orange (novel)[SEP]appropriate action	I	1	<o> Authorities, including the Prefect, are slow to accept that the situation is serious and quibble over the appropriate action to take.	NA
plot-2_0	K	a clockwork orange (novel)[SEP]official notices enacting control measures	I	1	<o> Official notices enacting control measures are posted, but the language used is optimistic and downplays the seriousness of the situation.	NA
plot-2_0	K	a clockwork orange (novel)[SEP]filled within three days	I	1	<o> A "special ward" is opened at the hospital, but its 80 beds are filled within three days.	NA
plot-2_0	K	a clockwork orange (novel)[SEP]plague serum finally arrives	I	1	<o> A supply of plague serum finally arrives, but there is enough to treat only existing cases, and the country's emergency reserves are depleted.	NA
plot-2_0	K	a clockwork orange (novel)[SEP]officially declared	I	1	<o> When the daily number of deaths jumps to 30, the town is sealed, and an outbreak of plague is officially declared.	NA
plot-2_0	K	a clockwork orange (novel)[SEP]mail service	I	1	<o> The town gates are shut, rail travel is prohibited, and all mail service is suspended.	NA
plot-2_0	K	a clockwork orange (novel)[SEP]leaving short telegrams	I	1	<o> The use of telephone lines is restricted only to "urgent" calls, leaving short telegrams as the only means of communicating with friends or family outside the town.	NA
plot-2_0	K	a clockwork orange (novel)[SEP]separation affects daily activity[SEP]affect various characters	I	1	<o> The separation affects daily activity and depresses the spirit of the townspeople, who begin to feel isolated and introverted, and the plague begins to affect various characters.	NA
plot-2_0	K	a clockwork orange (novel)[SEP]city officials refused	I	1	<o> One character, Raymond Rambert, devises a plan to escape the city to join his wife in Paris after city officials refused his request to leave.	NA
plot-2_0	K	a clockwork orange (novel)[SEP]underground criminals	I	1	<o> He befriends some underground criminals so that they may smuggle him out of the city.	NA
plot-2_0	K	a clockwork orange (novel)[SEP]another character	I	1	<o> Another character, Father Paneloux, uses the plague as an opportunity to advance his stature in the town by suggesting that the plague was an act of God punishing the citizens' sinful nature.	NA
plot-2_0	K	a clockwork orange (novel)[SEP]normal circumstances	I	1	<o> His diatribe falls on the ears of many citizens of the town, who turned to religion in droves but would not have done so under normal circumstances.	NA
plot-2_0	K	a clockwork orange (novel)[SEP]criminal remorseful enough	I	1	<o> Cottard, a criminal remorseful enough to attempt suicide but fearful of being arrested, becomes wealthy as a major smuggler.	NA
plot-2_0	K	a clockwork orange (novel)[SEP]exhaustively treat patients	I	1	<o> Meanwhile, dr Rieux; a vacationer, Jean Tarrou; and a civil servant, Joseph Grand, exhaustively treat patients in their homes and in the hospital.	NA
plot-2_0	K	a clockwork orange (novel)[SEP]rambert becomes sympathetic[SEP]rambert informs tarrou[SEP]including dr rieux[SEP]loved ones outside	I	1	<o> Rambert informs Tarrou of his escape plan, but when Tarrou tells him that there are others in the city, including dr Rieux, who have loved ones outside the city whom they are not allowed to see, Rambert becomes sympathetic and changes his mind.	NA
plot-2_0	K	a clockwork orange (novel)[SEP]join tarrou	I	1	<o> He then decides to join Tarrou and dr Rieux to help fight the epidemic.	NA
plot-2_0	K	a clockwork orange (novel)[SEP]declaring martial law	I	1	<o> Violence and looting break out on a small scale, and the authorities respond by declaring martial law and imposing a curfew.	NA
plot-2_0	K	a clockwork orange (novel)[SEP]little concern	I	1	<o> Funerals are conducted with more and more speed, no ceremony, and little concern for the feelings of the families of the deceased.	NA
plot-2_0	K	a clockwork orange (novel)[SEP]heart regarding	I	1	<o> He also hardens his heart regarding the plague victims so that he can continue to do his work.	NA
plot-2_0	K	a clockwork orange (novel)[SEP]since everybody faces	I	1	<o> Cottard, on the other hand, seems to flourish during the plague because it gives him a sense of being connected to others, since everybody faces the same danger.	NA
plot-2_0	K	a clockwork orange (novel)[SEP]actor portraying orpheus collapses	I	1	<o> Cottard and Tarrou attend a performance of Gluck's opera Orpheus and Eurydice, but the actor portraying Orpheus collapses with plague symptoms during the performance.	NA
plot-2_0	K	a clockwork orange (novel)[SEP]extended negotiations[SEP]would feel ashamed	I	1	<o> After extended negotiations with guards, Rambert finally has a chance to escape, but he decides to stay, saying that he would feel ashamed of himself if he left.	NA
plot-2_0	K	a clockwork orange (novel)[SEP]new antiplague serum	I	1	<o> Towards the end of October, Castel's new antiplague serum is tried for the first time, but it cannot save the life of Othon's young son, who suffers greatly, as Paneloux, Rieux, and Tarrou tend to his bedside in horror.	NA
plot-2_0	K	a clockwork orange (novel)[SEP]volunteers fighting	I	1	<o> Paneloux, who has joined the group of volunteers fighting the plague, gives a second sermon.	NA
plot-2_0	K	a clockwork orange (novel)[SEP]believe everything	I	1	<o> He addresses the problem of an innocent child's suffering and says it is a test of a Christian's faith since it requires him either to deny everything or believe everything.	NA
plot-2_0	K	a clockwork orange (novel)[SEP]everything possible	I	1	<o> He urges the congregation not to give up the struggle but to do everything possible to fight the plague.	NA
plot-2_0	K	a clockwork orange (novel)[SEP]disease still proves fatal	I	1	<o> His symptoms do not conform to those of the plague, but the disease still proves fatal.	NA
plot-2_0	K	a clockwork orange (novel)[SEP]feel less separated	I	1	<o> When Othon's period of quarantine ends, he chooses to stay in the camp as a volunteer because this will make him feel less separated from his dead son.	NA
plot-2_0	K	a clockwork orange (novel)[SEP]two men go swimming together[SEP]tarrou tells rieux	I	1	<o> Tarrou tells Rieux the story of his life and, to take their mind off the epidemic, the two men go swimming together in the sea.	NA
plot-2_0	K	a clockwork orange (novel)[SEP]unexpected recovery	I	1	<o> However, Grand makes an unexpected recovery, and deaths from the plague start to decline.	NA
plot-2_0	K	a clockwork orange (novel)[SEP]townspeople begin	I	1	<o> By late January the plague is in full retreat, and the townspeople begin to celebrate the imminent opening of the town gates.	NA
plot-2_0	K	a clockwork orange (novel)[SEP]shady dealings	I	1	<o> Cottard is distressed by the ending of the epidemic from which he has profited by shady dealings.	NA
plot-2_0	K	a clockwork orange (novel)[SEP]tarrou contracts	I	1	<o> Despite the epidemic's ending, Tarrou contracts the plague and dies after a heroic struggle.	NA
plot-2_0	K	a clockwork orange (novel)[SEP]town gates open	I	1	<o> In February, the town gates open and people are reunited with their loved ones from other cities.	NA
plot-2_0	K	a clockwork orange (novel)[SEP]chronicle reveals	I	1	<o> The narrator of the chronicle reveals his identity and states and that he tried to present an objective view of the events.	NA
plot-2_0	K	a clockwork orange (novel)[SEP]narrator reflects	I	1	<o> The narrator reflects on the epidemic and reaches the conclusion that there is more to admire than to despise in humans.	NA
plot-3_0	K	the plague[SEP]unalterable kernel	I	1	<o> Among others, John Heath has observed, "The unalterable kernel of the tale was a hunter's transformation into a deer and his death in the jaws of his hunting dogs.	NA
plot-3_0	K	the plague[SEP]hunter actaeon stumbled across[SEP]hellenistic poet callimachus	I	1	<o> In the version that was offered by the Hellenistic poet Callimachus, which has become the standard setting, Artemis was bathing in the woods when the hunter Actaeon stumbled across her, thus seeing her naked.	NA
plot-3_0	K	the plague[SEP]unlucky profanation[SEP]artemis got revenge[SEP]speech ‚ Äî[SEP]stag ‚ Äî	I	1	<o> Once seen, Artemis got revenge on Actaeon: she forbade him speech ‚Äî if he tried to speak, he would be changed into a stag ‚Äî for the unlucky profanation of her virginity's mystery.	NA
plot-3_0	K	the plague[SEP]immediately transformed	I	1	<o> Upon hearing the call of his hunting party, he cried out to them and immediately transformed.	NA
plot-3_0	K	the plague[SEP]reflection	I	1	<o> At this he fled deep into the woods, and doing so he came upon a pond and, seeing his reflection, groaned.	NA
plot-3_0	K	the plague[SEP]toward mount olympus	I	1	<o> In an endeavour to save himself, he raised his eyes (and would have raised his arms, had he had them) toward Mount Olympus.	NA
plot-3_0	K	the plague[SEP]familiar hunting companion[SEP]earlier myth made actaeon	I	1	<o> An element of the earlier myth made Actaeon the familiar hunting companion of Artemis, no stranger.	NA
plot-3_0	K	the plague[SEP]embroidered extension	I	1	<o> In an embroidered extension of the myth, the hounds were so upset with their master's death, that Chiron made a statue so lifelike that the hounds thought it was Actaeon.	NA
plot-3_0	K	the plague[SEP]apollodoran bibliotheke state[SEP]least four attic tragedies	I	1	<o> There are various other versions of his transgression: The Hesiodic Catalogue of Women and pseudo-Apollodoran Bibliotheke state that his offense was that he was a rival of Zeus for Semele, his mother's sister, whereas in Euripides' Bacchae he has boasted that he is a better hunter than Artemis: Further materials, including fragments that belong with the Hesiodic Catalogue of Women and at least four Attic tragedies, including a Toxotides of Aeschylus, have been lost.	NA
plot-3_0	K	the plague[SEP]largely ignored	I	1	<o> 4), in a variant of Actaeon's hubris that has been largely ignored, has it that Actaeon wanted to marry Artemis.	NA
plot-3_0	K	the plague[SEP]lost elaborations	I	1	<o> Other authors say the hounds were Artemis' own; some lost elaborations of the myth seem to have given them all names and narrated their wanderings after his loss.	NA
plot-3_0	K	the plague[SEP]accidentally seen diana	I	1	<o> According to the Latin version of the story told by the Roman Ovid having accidentally seen Diana (Artemis) on Mount Cithaeron while she was bathing, he was changed by her into a stag, and pursued and killed by his fifty hounds.	NA
plot-3_0	K	the plague[SEP]version also appears[SEP]sees athena bathing	I	1	<o> This version also appears in Callimachus' Fifth Hymn, as a mythical parallel to the blinding of Tiresias after he sees Athena bathing.	NA
plot-3_0	K	the plague[SEP]plausible reconstruction[SEP]ancient actaeon myth[SEP]lamar ronald lacy[SEP]greek poets may	I	1	<o> The literary testimony of Actaeon's myth is largely lost, but Lamar Ronald Lacy, deconstructing the myth elements in what survives and supplementing it by iconographic evidence in late vase-painting, made a plausible reconstruction of an ancient Actaeon myth that Greek poets may have inherited and subjected to expansion and dismemberment.	NA
plot-3_0	K	the plague[SEP]hellenistic actaeon glimpsing artemis[SEP]classical actaeon boasting[SEP]archaic actaeon aspiring	I	1	<o> His reconstruction opposes a too-pat consensus that has an archaic Actaeon aspiring to Semele, a classical Actaeon boasting of his hunting prowess and a Hellenistic Actaeon glimpsing Artemis' bath.	NA
plot-3_0	K	the plague[SEP]ritually enforced deference[SEP]hero archegetes (" hero[SEP]diodorus siculus noted	I	1	<o> Lacy identifies the site of Actaeon's transgression as a spring sacred to Artemis at Plataea where Actaeon was a hero archegetes ("hero-founder") The righteous hunter, the companion of Artemis, seeing her bathing naked at the spring, was moved to try to make himself her consort, as Diodorus Siculus noted, and was punished, in part for transgressing the hunter's "ritually enforced deference to Artemis" (Lacy 1990:42).	NA
plot-4_0	K	actaeon[SEP]ambitious young human civilization[SEP]old data archive	I	1	<o> An expedition from Straumli Realm, an ambitious young human civilization in the high Beyond, investigates a five-billion-year-old data archive in the low Transcend that offers the possibility of unimaginable riches.	NA
plot-4_0	K	actaeon[SEP]dormant superintelligence within[SEP]archive later known	I	1	<o> The expedition's facility, High Lab, is gradually compromised by a dormant superintelligence within the archive later known as the Blight.	NA
plot-4_0	K	actaeon[SEP]aware entities created similarly[SEP]flowering ", two self	I	1	<o> However, shortly before the Blight's final "flowering", two self-aware entities created similarly to the Blight plot to aid the humans before the Blight can escape.	NA
plot-4_0	K	actaeon[SEP]coldsleep boxes ".[SEP]high lab attempt	I	1	<o> Recognizing the danger of what they have awakened, the researchers at High Lab attempt to flee in two ships, one carrying all the adults and the second carrying all the children in "coldsleep boxes".	NA
plot-4_0	K	actaeon[SEP]contains information[SEP]first ships contains[SEP]data storage device	I	1	<o> Suspicious, the Blight discovers that the first ships contains a data storage device in its cargo manifest; assuming it contains information that could harm it, the Blight destroys the ship.	NA
plot-4_0	K	actaeon[SEP]actually carrying away	I	1	<o> The Blight assumes that it is no threat, but later realizes that it is actually carrying away a "countermeasure" against it.	NA
plot-4_0	K	actaeon[SEP]level civilization	I	1	<o> The ship lands on a distant planet with a medieval-level civilization of dog-like creatures, dubbed "Tines", who live in packs as group minds.	NA
plot-4_0	K	actaeon[SEP]two surviving adults[SEP]tine fanatics known	I	1	<o> Upon landing, however, the two surviving adults are ambushed and killed by Tine fanatics known as Flenserists, in whose realm they have landed.	NA
plot-4_0	K	actaeon[SEP]young boy named jefri olsndot	I	1	<o> The Flenserists capture a young boy named Jefri Olsndot and his wounded sister, Johanna.	NA
plot-4_0	K	actaeon[SEP]neighboring kingdom ruled[SEP]tine named woodcarver	I	1	<o> While Jefri is taken deeper into Flenserist territory, Johanna is rescued by Tine pilgrims who witnessed the ambush and deliver her to a neighboring kingdom ruled by a Tine named Woodcarver.	NA
plot-4_0	K	actaeon[SEP]device help woodcarver rapidly develop[SEP]develop advanced technology[SEP]flenserists tell jefri[SEP]radio communication ),	I	1	<o> The Flenserists tell Jefri that Johanna had been killed by Woodcarver and exploit him in order to develop advanced technology (such as cannon and radio communication), while Johanna and the knowledge stored in her "dataset" device help Woodcarver rapidly develop in turn.	NA
plot-4_0	K	actaeon[SEP]galactic communications network[SEP]sleeper ship eventually reaches	I	1	<o> A distress signal from the sleeper ship eventually reaches "Relay", a major node in the galactic communications network.	NA
plot-4_0	K	actaeon[SEP]benign transcendent entity named[SEP]human man named pham nuwen	I	1	<o> A benign transcendent entity named "Old One" contacts Relay, seeking information about the Blight and the humans who released it, and reconstitutes a human man named Pham Nuwen from an old wreck to act as its agent, using his doubt of his own memory's veracity to bend him to the Old One's will.	NA
plot-4_0	K	actaeon[SEP]two sentient plant skroderiders[SEP]human relay employee[SEP]human ship took	I	1	<o> Ravna Bergsndot, the only human Relay employee, traces the sleeper ship's signal to the Tines world and persuades her employer to investigate what the human ship took from High Lab, contracting the merchant vessel Out of Band II, owned by two sentient plant Skroderiders, Blueshell and Greenstalk, to transport them.	NA
